scope,run,split_seed,model,precision,recall,f1,tp,fp,fn,tn
keras,29,35,LR,0.7272727272727273,0.7804878048780488,0.7529411764705882,32,12,9,148
keras,29,35,SVM,0.7419354838709677,0.5609756097560976,0.6388888888888888,23,8,18,152
keras,30,36,NB,0.0,0.0,0.0,0,0,41,160
keras,30,36,LR,0.6756756756756757,0.6097560975609756,0.6410256410256411,25,12,16,148
keras,30,36,SVM,0.7142857142857143,0.4878048780487805,0.5797101449275363,20,8,21,152
pytorch,1,7,NB,0.0,0.0,0.0,0,0,29,197
pytorch,1,7,LR,0.75,0.5172413793103449,0.6122448979591837,15,5,14,192
pytorch,1,7,SVM,0.8181818181818182,0.3103448275862069,0.45,9,2,20,195
pytorch,2,8,NB,0.0,0.0,0.0,0,0,29,197
pytorch,2,8,LR,0.48148148148148145,0.4482758620689655,0.4642857142857143,13,14,16,183
pytorch,2,8,SVM,0.7333333333333333,0.3793103448275862,0.5,11,4,18,193
pytorch,3,9,NB,0.0,0.0,0.0,0,0,29,197
pytorch,3,9,LR,0.7,0.7241379310344828,0.711864406779661,21,9,8,188
pytorch,3,9,SVM,0.9230769230769231,0.41379310344827586,0.5714285714285714,12,1,17,196
pytorch,4,10,NB,0.0,0.0,0.0,0,0,29,197
pytorch,4,10,LR,0.5,0.5517241379310345,0.5245901639344263,16,16,13,181
pytorch,4,10,SVM,0.5789473684210527,0.3793103448275862,0.4583333333333333,11,8,18,189
pytorch,5,11,NB,0.0,0.0,0.0,0,0,29,197
pytorch,5,11,LR,0.6,0.7241379310344828,0.65625,21,14,8,183
pytorch,5,11,SVM,0.7727272727272727,0.5862068965517241,0.6666666666666666,17,5,12,192
pytorch,6,12,NB,0.0,0.0,0.0,0,0,29,197
pytorch,6,12,LR,0.6896551724137931,0.6896551724137931,0.6896551724137931,20,9,9,188
pytorch,6,12,SVM,0.7777777777777778,0.4827586206896552,0.5957446808510638,14,4,15,193
pytorch,7,13,NB,0.0,0.0,0.0,0,0,29,197
pytorch,7,13,LR,0.75,0.6206896551724138,0.6792452830188679,18,6,11,191
pytorch,7,13,SVM,0.9333333333333333,0.4827586206896552,0.6363636363636364,14,1,15,196
pytorch,8,14,NB,0.0,0.0,0.0,0,0,29,197
pytorch,8,14,LR,0.8947368421052632,0.5862068965517241,0.7083333333333334,17,2,12,195
pytorch,8,14,SVM,1.0,0.3793103448275862,0.55,11,0,18,197
pytorch,9,15,NB,0.0,0.0,0.0,0,0,29,197
pytorch,9,15,LR,0.5526315789473685,0.7241379310344828,0.6268656716417911,21,17,8,180
pytorch,9,15,SVM,0.7727272727272727,0.5862068965517241,0.6666666666666666,17,5,12,192
pytorch,10,16,NB,0.0,0.0,0.0,0,0,29,197
pytorch,10,16,LR,0.5483870967741935,0.5862068965517241,0.5666666666666667,17,14,12,183
pytorch,10,16,SVM,0.6666666666666666,0.4827586206896552,0.56,14,7,15,190
pytorch,11,17,NB,0.0,0.0,0.0,0,0,29,197
pytorch,11,17,LR,0.8421052631578947,0.5517241379310345,0.6666666666666666,16,3,13,194
pytorch,11,17,SVM,0.8888888888888888,0.27586206896551724,0.42105263157894735,8,1,21,196
pytorch,12,18,NB,0.0,0.0,0.0,0,0,29,197
pytorch,12,18,LR,0.5,0.41379310344827586,0.4528301886792453,12,12,17,185
pytorch,12,18,SVM,0.5833333333333334,0.2413793103448276,0.34146341463414637,7,5,22,192
pytorch,13,19,NB,0.0,0.0,0.0,0,0,29,197
pytorch,13,19,LR,0.6206896551724138,0.6206896551724138,0.6206896551724138,18,11,11,186
pytorch,13,19,SVM,0.7647058823529411,0.4482758620689655,0.5652173913043478,13,4,16,193
pytorch,14,20,NB,0.0,0.0,0.0,0,0,29,197
pytorch,14,20,LR,0.48148148148148145,0.4482758620689655,0.4642857142857143,13,14,16,183
pytorch,14,20,SVM,0.6363636363636364,0.2413793103448276,0.35,7,4,22,193
pytorch,15,21,NB,0.0,0.0,0.0,0,0,29,197
pytorch,15,21,LR,0.4864864864864865,0.6206896551724138,0.5454545454545454,18,19,11,178
pytorch,15,21,SVM,0.6842105263157895,0.4482758620689655,0.5416666666666666,13,6,16,191
pytorch,16,22,NB,0.0,0.0,0.0,0,0,29,197
pytorch,16,22,LR,0.4594594594594595,0.5862068965517241,0.5151515151515151,17,20,12,177
pytorch,16,22,SVM,0.5217391304347826,0.41379310344827586,0.46153846153846156,12,11,17,186
pytorch,17,23,NB,0.0,0.0,0.0,0,0,29,197
pytorch,17,23,LR,0.7058823529411765,0.41379310344827586,0.5217391304347826,12,5,17,192
pytorch,17,23,SVM,0.8888888888888888,0.27586206896551724,0.42105263157894735,8,1,21,196
pytorch,18,24,NB,0.0,0.0,0.0,0,0,29,197
pytorch,18,24,LR,0.6538461538461539,0.5862068965517241,0.6181818181818182,17,9,12,188
pytorch,18,24,SVM,0.7647058823529411,0.4482758620689655,0.5652173913043478,13,4,16,193
pytorch,19,25,NB,0.0,0.0,0.0,0,0,29,197
pytorch,19,25,LR,0.631578947368421,0.41379310344827586,0.5,12,7,17,190
pytorch,19,25,SVM,0.875,0.2413793103448276,0.3783783783783784,7,1,22,196
pytorch,20,26,NB,0.0,0.0,0.0,0,0,29,197
pytorch,20,26,LR,0.5277777777777778,0.6551724137931034,0.5846153846153846,19,17,10,180
pytorch,20,26,SVM,0.7272727272727273,0.5517241379310345,0.6274509803921569,16,6,13,191
pytorch,21,27,NB,0.0,0.0,0.0,0,0,29,197
pytorch,21,27,LR,0.59375,0.6551724137931034,0.6229508196721312,19,13,10,184
pytorch,21,27,SVM,0.7333333333333333,0.3793103448275862,0.5,11,4,18,193
pytorch,22,28,NB,0.0,0.0,0.0,0,0,29,197
pytorch,22,28,LR,0.7777777777777778,0.4827586206896552,0.5957446808510638,14,4,15,193
pytorch,22,28,SVM,0.8181818181818182,0.3103448275862069,0.45,9,2,20,195
pytorch,23,29,NB,0.0,0.0,0.0,0,0,29,197
pytorch,23,29,LR,0.6129032258064516,0.6551724137931034,0.6333333333333333,19,12,10,185
pytorch,23,29,SVM,0.7222222222222222,0.4482758620689655,0.5531914893617021,13,5,16,192
pytorch,24,30,NB,0.0,0.0,0.0,0,0,29,197
pytorch,24,30,LR,0.6428571428571429,0.6206896551724138,0.631578947368421,18,10,11,187
pytorch,24,30,SVM,0.7692307692307693,0.3448275862068966,0.47619047619047616,10,3,19,194
pytorch,25,31,NB,0.0,0.0,0.0,0,0,29,197
pytorch,25,31,LR,0.6551724137931034,0.6551724137931034,0.6551724137931034,19,10,10,187
pytorch,25,31,SVM,0.8823529411764706,0.5172413793103449,0.6521739130434783,15,2,14,195
pytorch,26,32,NB,0.0,0.0,0.0,0,0,29,197
pytorch,26,32,LR,0.6071428571428571,0.5862068965517241,0.5964912280701754,17,11,12,186
pytorch,26,32,SVM,1.0,0.4827586206896552,0.6511627906976745,14,0,15,197
pytorch,27,33,NB,0.0,0.0,0.0,0,0,29,197
pytorch,27,33,LR,0.5555555555555556,0.5172413793103449,0.5357142857142857,15,12,14,185
pytorch,27,33,SVM,0.6666666666666666,0.27586206896551724,0.3902439024390244,8,4,21,193
pytorch,28,34,NB,0.0,0.0,0.0,0,0,29,197
pytorch,28,34,LR,0.5,0.4482758620689655,0.4727272727272727,13,13,16,184
pytorch,28,34,SVM,0.6923076923076923,0.3103448275862069,0.42857142857142855,9,4,20,193
pytorch,29,35,NB,0.0,0.0,0.0,0,0,29,197
pytorch,29,35,LR,0.5769230769230769,0.5172413793103449,0.5454545454545454,15,11,14,186
pytorch,29,35,SVM,0.6666666666666666,0.41379310344827586,0.5106382978723404,12,6,17,191
pytorch,30,36,NB,0.0,0.0,0.0,0,0,29,197
pytorch,30,36,LR,0.48148148148148145,0.4482758620689655,0.4642857142857143,13,14,16,183
pytorch,30,36,SVM,0.6923076923076923,0.3103448275862069,0.42857142857142855,9,4,20,193
tensorflow,1,7,NB,0.0,0.0,0.0,0,0,84,363
tensorflow,1,7,LR,0.6,0.75,0.6666666666666666,63,42,21,321
tensorflow,1,7,SVM,0.7567567567567568,0.6666666666666666,0.7088607594936709,56,18,28,345
tensorflow,2,8,NB,0.0,0.0,0.0,0,0,84,363
tensorflow,2,8,LR,0.7010309278350515,0.8095238095238095,0.7513812154696132,68,29,16,334
tensorflow,2,8,SVM,0.7692307692307693,0.7142857142857143,0.7407407407407407,60,18,24,345
tensorflow,3,9,NB,0.0,0.0,0.0,0,0,84,363
tensorflow,3,9,LR,0.7142857142857143,0.7738095238095238,0.7428571428571429,65,26,19,337
tensorflow,3,9,SVM,0.7746478873239436,0.6547619047619048,0.7096774193548387,55,16,29,347
tensorflow,4,10,NB,0.0,0.0,0.0,0,0,84,363
tensorflow,4,10,LR,0.6698113207547169,0.8452380952380952,0.7473684210526316,71,35,13,328
tensorflow,4,10,SVM,0.7411764705882353,0.75,0.7455621301775148,63,22,21,341
tensorflow,5,11,NB,0.0,0.0,0.0,0,0,84,363
tensorflow,5,11,LR,0.6630434782608695,0.7261904761904762,0.6931818181818182,61,31,23,332
tensorflow,5,11,SVM,0.75,0.6071428571428571,0.6710526315789473,51,17,33,346
tensorflow,6,12,NB,0.0,0.0,0.0,0,0,84,363
tensorflow,6,12,LR,0.6037735849056604,0.7619047619047619,0.6736842105263158,64,42,20,321
tensorflow,6,12,SVM,0.7638888888888888,0.6547619047619048,0.7051282051282052,55,17,29,346
tensorflow,7,13,NB,0.0,0.0,0.0,0,0,84,363
tensorflow,7,13,LR,0.6632653061224489,0.7738095238095238,0.7142857142857143,65,33,19,330
tensorflow,7,13,SVM,0.8157894736842105,0.7380952380952381,0.775,62,14,22,349
tensorflow,8,14,NB,0.0,0.0,0.0,0,0,84,363
tensorflow,8,14,LR,0.631578947368421,0.7142857142857143,0.6703910614525139,60,35,24,328
tensorflow,8,14,SVM,0.7432432432432432,0.6547619047619048,0.6962025316455697,55,19,29,344
tensorflow,9,15,NB,0.0,0.0,0.0,0,0,84,363
tensorflow,9,15,LR,0.6435643564356436,0.7738095238095238,0.7027027027027027,65,36,19,327
tensorflow,9,15,SVM,0.7261904761904762,0.7261904761904762,0.7261904761904762,61,23,23,340
tensorflow,10,16,NB,0.0,0.0,0.0,0,0,84,363
tensorflow,10,16,LR,0.6226415094339622,0.7857142857142857,0.6947368421052632,66,40,18,323
tensorflow,10,16,SVM,0.7341772151898734,0.6904761904761905,0.7116564417177914,58,21,26,342
tensorflow,11,17,NB,0.0,0.0,0.0,0,0,84,363
tensorflow,11,17,LR,0.6451612903225806,0.7142857142857143,0.6779661016949152,60,33,24,330
tensorflow,11,17,SVM,0.7083333333333334,0.6071428571428571,0.6538461538461539,51,21,33,342
tensorflow,12,18,NB,0.0,0.0,0.0,0,0,84,363
tensorflow,12,18,LR,0.6415094339622641,0.8095238095238095,0.7157894736842105,68,38,16,325
tensorflow,12,18,SVM,0.7361111111111112,0.6309523809523809,0.6794871794871795,53,19,31,344
tensorflow,13,19,NB,0.0,0.0,0.0,0,0,84,363
tensorflow,13,19,LR,0.6203703703703703,0.7976190476190477,0.6979166666666666,67,41,17,322
tensorflow,13,19,SVM,0.7195121951219512,0.7023809523809523,0.7108433734939759,59,23,25,340
tensorflow,14,20,NB,0.0,0.0,0.0,0,0,84,363
tensorflow,14,20,LR,0.6597938144329897,0.7619047619047619,0.7071823204419889,64,33,20,330
tensorflow,14,20,SVM,0.8181818181818182,0.6428571428571429,0.72,54,12,30,351
tensorflow,15,21,NB,0.0,0.0,0.0,0,0,84,363
tensorflow,15,21,LR,0.6947368421052632,0.7857142857142857,0.7374301675977654,66,29,18,334
tensorflow,15,21,SVM,0.8356164383561644,0.7261904761904762,0.7770700636942676,61,12,23,351
tensorflow,16,22,NB,0.0,0.0,0.0,0,0,84,363
tensorflow,16,22,LR,0.723404255319149,0.8095238095238095,0.7640449438202247,68,26,16,337
tensorflow,16,22,SVM,0.7692307692307693,0.7142857142857143,0.7407407407407407,60,18,24,345
tensorflow,17,23,NB,0.0,0.0,0.0,0,0,84,363
tensorflow,17,23,LR,0.5818181818181818,0.7619047619047619,0.6597938144329897,64,46,20,317
tensorflow,17,23,SVM,0.6794871794871795,0.6309523809523809,0.654320987654321,53,25,31,338
tensorflow,18,24,NB,0.0,0.0,0.0,0,0,84,363
tensorflow,18,24,LR,0.6666666666666666,0.7857142857142857,0.7213114754098361,66,33,18,330
tensorflow,18,24,SVM,0.7671232876712328,0.6666666666666666,0.7133757961783439,56,17,28,346
tensorflow,19,25,NB,0.0,0.0,0.0,0,0,84,363
tensorflow,19,25,LR,0.6138613861386139,0.7380952380952381,0.6702702702702703,62,39,22,324
tensorflow,19,25,SVM,0.7297297297297297,0.6428571428571429,0.6835443037974683,54,20,30,343
tensorflow,20,26,NB,0.0,0.0,0.0,0,0,84,363
tensorflow,20,26,LR,0.5855855855855856,0.7738095238095238,0.6666666666666666,65,46,19,317
tensorflow,20,26,SVM,0.75,0.6428571428571429,0.6923076923076923,54,18,30,345
tensorflow,21,27,NB,0.0,0.0,0.0,0,0,84,363
tensorflow,21,27,LR,0.6794871794871795,0.6309523809523809,0.654320987654321,53,25,31,338
tensorflow,21,27,SVM,0.7575757575757576,0.5952380952380952,0.6666666666666666,50,16,34,347
tensorflow,22,28,NB,0.0,0.0,0.0,0,0,84,363
tensorflow,22,28,LR,0.66,0.7857142857142857,0.717391304347826,66,34,18,329
tensorflow,22,28,SVM,0.8169014084507042,0.6904761904761905,0.7483870967741936,58,13,26,350
tensorflow,23,29,NB,0.0,0.0,0.0,0,0,84,363
tensorflow,23,29,LR,0.6632653061224489,0.7738095238095238,0.7142857142857143,65,33,19,330
tensorflow,23,29,SVM,0.7671232876712328,0.6666666666666666,0.7133757961783439,56,17,28,346
tensorflow,24,30,NB,0.0,0.0,0.0,0,0,84,363
tensorflow,24,30,LR,0.6336633663366337,0.7619047619047619,0.6918918918918919,64,37,20,326
tensorflow,24,30,SVM,0.7794117647058824,0.6309523809523809,0.6973684210526315,53,15,31,348
tensorflow,25,31,NB,0.0,0.0,0.0,0,0,84,363
tensorflow,25,31,LR,0.6,0.75,0.6666666666666666,63,42,21,321
tensorflow,25,31,SVM,0.6923076923076923,0.6428571428571429,0.6666666666666666,54,24,30,339
tensorflow,26,32,NB,0.0,0.0,0.0,0,0,84,363
tensorflow,26,32,LR,0.5957446808510638,0.6666666666666666,0.6292134831460674,56,38,28,325
tensorflow,26,32,SVM,0.7230769230769231,0.5595238095238095,0.6308724832214765,47,18,37,345
tensorflow,27,33,NB,0.0,0.0,0.0,0,0,84,363
tensorflow,27,33,LR,0.6354166666666666,0.7261904761904762,0.6777777777777778,61,35,23,328
tensorflow,27,33,SVM,0.7333333333333333,0.6547619047619048,0.6918238993710691,55,20,29,343
tensorflow,28,34,NB,0.0,0.0,0.0,0,0,84,363
tensorflow,28,34,LR,0.7070707070707071,0.8333333333333334,0.7650273224043715,70,29,14,334
tensorflow,28,34,SVM,0.8194444444444444,0.7023809523809523,0.7564102564102564,59,13,25,350
tensorflow,29,35,NB,0.0,0.0,0.0,0,0,84,363
tensorflow,29,35,LR,0.686046511627907,0.7023809523809523,0.6941176470588235,59,27,25,336
tensorflow,29,35,SVM,0.8333333333333334,0.6547619047619048,0.7333333333333333,55,11,29,352
tensorflow,30,36,NB,0.0,0.0,0.0,0,0,84,363
tensorflow,30,36,LR,0.6774193548387096,0.75,0.711864406779661,63,30,21,333
tensorflow,30,36,SVM,0.7638888888888888,0.6547619047619048,0.7051282051282052,55,17,29,346
