scope,model,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std
all,SVM,0.7244382554140237,0.026221919858197402,0.7023809523809524,0.03337761668503974,0.7127966671093283,0.024118516076110062
all,LR,0.624396991017873,0.020279436510020076,0.8021978021978022,0.02486696800404777,0.7019269757971281,0.01699404605497331
all,NB,0.1,0.30512857662936466,0.0005494505494505495,0.0016765306408206852,0.001092896174863388,0.0033347385423974276
